ogc_fid,sector,cod_col,name,NEIGHBORHOOD,alias,AliasType,GISID,uid
1851,32,0,3207,3207,3207,Default,829,32-320XXX-001
3268,16,1615,COLONIA 13 DE JULIO,13 DE JULIO,13 DE JULIO,Default,150,16-13JULX-001
18128,7,728,COLONIA 14 DE FEBRERO,14 DE FEBRERO,14 DE FEBRERO,Default,433,07-14FEBX-001
4951,21,2108,COLONIA 14 DE MARZO,14 DE MARZO,14 DE MARZO,Default,869,21-14MARX-001
9249,23,2321,COLONIA 15 DE SEPTIEMBRE,15 DE SEPTIEMBRE,15 DE SEPTIEMBRE,Default,808,23-15SEPX-001
2182,18,1810,COLONIA 17 DE SEPTIEMBRE,17 DE SEPTIEMBRE,17 DE SEPTIEMBRE,Default,695,18-17SEPX-001
1354,13,1306,COLONIA 19 DE SEPTIEMBRE,19 DE SEPTIEMBRE,19 DE SEPTIEMBRE,Default,1130,13-19SEPX-001
11706,13,1301,COLONIA 21 DE FEBRERO,21 DE FEBRERO,21 DE FEBRERO,Default,184,13-21FEBX-001
1,9,912,COLONIA 21 DE OCTUBRE,21 DE OCTUBRE,21 DE OCTUBRE,Default,258,09-21OCTX-001
11639,13,1315,COLONIA 23 DE JUNIO,23 DE JUNIO,23 DE JUNIO,Default,189,13-23JUNX-001
24024,23,1315,COLONIA 23 DE JUNIO,23 DE JUNIO,23 DE JUNIO,Default,254,23-23JUNX-001
7665,13,1381,COLONIA 25 DE ENERO,25 DE ENERO,25 DE ENERO,Default,1189,13-25ENEX-001
1990,16,1619,COLONIA 28 DE MARZO,28 DE MARZO,28 DE MARZO,Default,314,16-28MARX-001
5829,7,744,COLONIA 3 DE MAYO,3 DE MAYO,3 DE MAYO,Default,130,07-3MAYXX-001
7806,16,1607,COLONIA 30 DE NOVIEMBRE,30 DE NOVIEMBRE,30 DE NOVIEMBRE,Default,438,16-30NOVX-001
22252,13,0,COLONIA 4 DE ENERO,4 DE ENERO,4 DE ENERO,Default,8,13-4ENEXX-001
36,43,4312,43-0001-094,43-0001-094,43-0001-094,Default,979,43-43000X-001
10818,16,1619,COLONIA 8 DE MARZO,8 DE MARZO,8 DE MARZO,Default,144,16-8MARXX-001
1058,1,101,BARRIO ABAJO,ABAJO,ABAJO,Default,344,01-ABAXXX-001
13443,21,2139,COLONIA ABELARDO R FORTIN,ABELARDO R FORTIN,ABELARDO R FORTIN,Default,708,21-ABERXX-001
4532,25,2509,COLONIA ABRAHAN LINCOLN,ABRAHAN LINCOLN,ABRAHAN LINCOLN,Default,187,25-ABRLIN-001
9295,25,2505,COLONIA ACACIAS,ACACIAS,ACACIAS,Default,1093,25-ACAXXX-001
11979,23,2310,ADUA DULCE,ADUA DULCE,ADUA DULCE,Default,1301,23-ADUDUL-001
9270,23,2302,COLONIA AEREOPUERTO,AEREOPUERTO,AEREOPUERTO,Default,614,23-AERXXX-001
9463,29,2912,AGUA BLANCA,AGUA BLANCA,AGUA BLANCA,Default,844,29-AGUBLA-001
8688,35,3546,AGUA DULCE,AGUA DULCE,AGUA DULCE,Default,890,35-AGUDUL-001
8,10,1001,COLONIA ALAMEDA,ALAMEDA,ALAMEDA,Default,949,10-ALAXXX-001
14722,21,2158,ALCAZARES DE LA CA√ëADA,ALCAZARES DE LA CAÑADA,ALCAZARES DE LA CAÑADA,Default,304,21-ALCCA√ë-001
9616,35,3530,ALDA EL TIZATILLO ALDEA LOS MATEADOS,ALDA EL TIZATILLO ALDEA LOS MATEADOS,ALDA EL TIZATILLO ALDEA LOS MATEADOS,Default,942,35-ALDTIZ-002
4487,21,2127,ALDA LA CA√ëADA,ALDA LA CAÑADA,ALDA LA CAÑADA,Default,1220,21-ALDCA√ë-002
1085,36,3612,ALDA LAS TAPIAS,ALDA LAS TAPIAS,ALDA LAS TAPIAS,Default,804,36-ALDTAP-002
1505,36,3609,ALDE A LAS CASITAS CERRO DE LOS CULUCOS,ALDE A LAS CASITAS CERRO DE LOS CULUCOS,ALDE A LAS CASITAS CERRO DE LOS CULUCOS,Default,627,36-ALDAXX-001
40,44,4410,ALDE SAN FRANCISCO DE SOROGUARA,ALDE SAN FRANCISCO DE SOROGUARA,ALDE SAN FRANCISCO DE SOROGUARA,Default,981,44-ALDSAN-001
46,30,301,ALDEA AGUA BLANCA,ALDEA AGUA BLANCA,ALDEA AGUA BLANCA,Default,631,30-ALDAGU-001
23,34,3408,ALDEA AZACUALPA,ALDEA AZACUALPA,ALDEA AZACUALPA,Default,406,34-ALDAZA-001
85,33,3302,ALDEA AZACUALPA,ALDEA AZACUALPA,ALDEA AZACUALPA,Default,511,33-ALDAZA-001
454,56,5614,ALDEA CERRO GRANDE,ALDEA CERRO GRANDE,ALDEA CERRO GRANDE,Default,1302,56-ALDCER-001
619,58,5803,ALDEA COFRADIA,ALDEA COFRADIA,ALDEA COFRADIA,Default,736,58-ALDCOF-001
31,50,5007,ALDEA CORRALITOS,ALDEA CORRALITOS,ALDEA CORRALITOS,Default,425,50-ALDCOR-001
3104,27,2701,ALDEA DE GERMANIA,ALDEA DE GERMANIA,ALDEA DE GERMANIA,Default,1240,27-ALDGER-002
105,50,5006,ALDEA DE JUTIAPA,ALDEA DE JUTIAPA,ALDEA DE JUTIAPA,Default,471,50-ALDJUT-001
9765,35,3529,ALDEA DE LA NUEVA CONCEPCION,ALDEA DE LA NUEVA CONCEPCION,ALDEA DE LA NUEVA CONCEPCION,Default,739,35-ALDNUE-001
824,55,5524,ALDEA DE SOROGUARA,ALDEA DE SOROGUARA,ALDEA DE SOROGUARA,Default,1193,55-ALDSOR-002
776,29,2906,ALDEA DE SUYAPA,ALDEA DE SUYAPA,ALDEA DE SUYAPA,Default,899,29-ALDSUY-008
11027,16,1623,ALDEA DE SUYAPA,ALDEA DE SUYAPA,ALDEA DE SUYAPA,Default,930,16-ALDSUY-003
1324,17,1710,ALDEA DE SUYAPA,ALDEA DE SUYAPA,ALDEA DE SUYAPA,Default,1060,17-ALDSUY-002
1274,54,5438,ALDEA DE TAMARA,ALDEA DE TAMARA,ALDEA DE TAMARA,Default,1128,54-ALDTAM-003
2882,41,4101,ALDEA DE TAMARA,ALDEA DE TAMARA,ALDEA DE TAMARA,Default,1250,41-ALDTAM-002
1277,54,5438,ALDEA DE TAMARA ( EL QUEBRACHAL ),ALDEA DE TAMARA ( EL QUEBRACHAL ),ALDEA DE TAMARA ( EL QUEBRACHAL ),Default,575,54-ALDTAM-001
9877,35,3516,ALDEA DE YAGUACIRE,ALDEA DE YAGUACIRE,ALDEA DE YAGUACIRE,Default,602,35-ALDYAG-001
694,42,4203,ALDEA DE ZAMBRANO,ALDEA DE ZAMBRANO,ALDEA DE ZAMBRANO,Default,481,42-ALDZAM-002
37,43,4312,ALDEA DE ZAMBRANO,ALDEA DE ZAMBRANO,ALDEA DE ZAMBRANO,Default,516,43-ALDZAM-001
18763,7,1355,ALDEA  EL CARRIZAL,ALDEA EL CARRIZAL,ALDEA EL CARRIZAL,Default,954,07-ALDCAR-001
461,14,1406,ALDEA EL CARRIZAL,ALDEA EL CARRIZAL,ALDEA EL CARRIZAL,Default,956,14-ALDCAR-001
13630,7,716,ALDEA EL CARRIZAL,ALDEA EL CARRIZAL,ALDEA EL CARRIZAL,Default,1132,07-ALDCAR-002
2148,14,1404,ALDEA EL DURAZNO,ALDEA EL DURAZNO,ALDEA EL DURAZNO,Default,537,14-ALDDUR-001
926,56,5605,ALDEA EL GUANABANO,ALDEA EL GUANABANO,ALDEA EL GUANABANO,Default,985,56-ALDGUA-002
2002,55,5519,ALDEA EL GUANABANO,ALDEA EL GUANABANO,ALDEA EL GUANABANO,Default,1031,55-ALDGUA-001
127,50,5008,ALDEA EL HATILLO,ALDEA EL HATILLO,ALDEA EL HATILLO,Default,27,50-ALDHAT-001
162,50,5008,ALDEA EL HATILLO - LAS PRIMAVERAS,ALDEA EL HATILLO - LAS PRIMAVERAS,ALDEA EL HATILLO - LAS PRIMAVERAS,Default,333,50-ALDHAT-004
121,50,5008,ALDEA EL HATILLO ( LAS PRIMAVERAS ),ALDEA EL HATILLO ( LAS PRIMAVERAS ),ALDEA EL HATILLO ( LAS PRIMAVERAS ),Default,129,50-ALDHAT-002
119,50,5007,ALDEA EL HATILLO CORRALITOS,ALDEA EL HATILLO CORRALITOS,ALDEA EL HATILLO CORRALITOS,Default,177,50-ALDHAT-003
1623,26,2604,ALDEA EL JACALEAPA,ALDEA EL JACALEAPA,ALDEA EL JACALEAPA,Default,104,26-ALDJAC-001
3071,21,2132,ALDEA EL LOARQUE,ALDEA EL LOARQUE,ALDEA EL LOARQUE,Default,965,21-ALDLOA-001
4463,28,2805,ALDEA EL LOARQUE (MIMBRE),ALDEA EL LOARQUE (MIMBRE),ALDEA EL LOARQUE (MIMBRE),Default,789,28-ALDLOA-002
2113,14,1403,ALDEA EL LOLO,ALDEA EL LOLO,ALDEA EL LOLO,Default,598,14-ALDLOL-001
25,59,5901,ALDEA EL NARANJAL,ALDEA EL NARANJAL,ALDEA EL NARANJAL,Default,51,59-ALDNAR-001
2161,28,2811,ALDEA EL SAUCE,ALDEA EL SAUCE,ALDEA EL SAUCE,Default,439,28-ALDSAU-001
72,26,2602,ALDEA EL TABLON,ALDEA EL TABLON,ALDEA EL TABLON,Default,666,26-ALDTAB-001
5939,35,3507,ALDEA EL TIZATILLO,ALDEA EL TIZATILLO,ALDEA EL TIZATILLO,Default,63,35-ALDTIZ-001
911,27,0,ALDEA EL TIZATILLO,ALDEA EL TIZATILLO,ALDEA EL TIZATILLO,Default,300,27-ALDTIZ-001
11947,16,1637,ALDEA EL TRAPICHE,ALDEA EL TRAPICHE,ALDEA EL TRAPICHE,Default,591,16-ALDTRA-001
1384,15,1505,ALDEA EL TRIGO,ALDEA EL TRIGO,ALDEA EL TRIGO,Default,628,15-ALDTRI-001
266,38,,ALDEA EMPEDRADO MATEO,ALDEA EMPEDRADO MATEO,ALDEA EMPEDRADO MATEO,Default,322,38-ALDEMP-001
2130,55,5509,ALDEA GASCULILE,ALDEA GASCULILE,ALDEA GASCULILE,Default,209,55-ALDGAS-001
4168,27,2701,ALDEA  GERMANIA,ALDEA GERMANIA,ALDEA GERMANIA,Default,1157,27-ALDGER-001
888,56,5606,ALDEA GUADALUPE (RIO HONDO),ALDEA GUADALUPE (RIO HONDO),ALDEA GUADALUPE (RIO HONDO),Default,208,56-ALDGUA-001
919,56,5519,ALDEA GUASCULILE,ALDEA GUASCULILE,ALDEA GUASCULILE,Default,1303,56-ALDGUA-003
511,20,2016,ALDEA JACALEAPA,ALDEA JACALEAPA,ALDEA JACALEAPA,Default,780,20-ALDJAC-001
2176,26,2602,ALDEA JACALEAPA,ALDEA JACALEAPA,ALDEA JACALEAPA,Default,1014,26-ALDJAC-002
1592,32,0,ALDEA LA CALERA,ALDEA LA CALERA,ALDEA LA CALERA,Default,694,32-ALDCAL-001
53,21,2127,ALDEA LA CA√ëADA,ALDEA LA CAÑADA,ALDEA LA CAÑADA,Default,1041,21-ALDCA√ë-001
3392,27,2707,ALDEA LA CIENEGA,ALDEA LA CIENEGA,ALDEA LA CIENEGA,Default,379,27-ALDCIE-001
13390,25,2505,ALDEA LA CUESTA,ALDEA LA CUESTA,ALDEA LA CUESTA,Default,541,25-ALDCUE-001
3482,14,1407,ALDEA LA CUESTA,ALDEA LA CUESTA,ALDEA LA CUESTA,Default,561,14-ALDCUE-001
855,14,1407,ALDEA LA CUESTA No.1,ALDEA LA CUESTA No.1,ALDEA LA CUESTA No.1,Default,770,14-ALDCUE-003
9050,25,2505,ALDEA LA CUESTA No.1,ALDEA LA CUESTA No.1,ALDEA LA CUESTA No.1,Default,792,25-ALDCUE-002
1919,14,1407,ALDEA LA CUESTA No.2,ALDEA LA CUESTA No.2,ALDEA LA CUESTA No.2,Default,768,14-ALDCUE-002
4483,28,2807,ALDEA LA JOYA,ALDEA LA JOYA,ALDEA LA JOYA,Default,538,28-ALDJOY-001
24644,13,1317,ALDEA LA SOLEDAD,ALDEA LA SOLEDAD,ALDEA LA SOLEDAD,Default,186,13-ALDSOL-001
1,25,2501,ALDEA LA SOLEDAD No.2,ALDEA LA SOLEDAD No.2,ALDEA LA SOLEDAD No.2,Default,1098,25-ALDSOL-001
36,48,0,ALDEA LA VENTA,ALDEA LA VENTA,ALDEA LA VENTA,Default,929,48-ALDVEN-001
263,47,4703,ALDEA LA VENTA,ALDEA LA VENTA,ALDEA LA VENTA,Default,1061,47-ALDVEN-001
257,55,5510,ALDEA LAS FORES,ALDEA LAS FORES,ALDEA LAS FORES,Default,1063,55-ALDFOR-001
1022,36,0,ALDEA LAS POSAS,ALDEA LAS POSAS,ALDEA LAS POSAS,Default,757,36-ALDPOS-001
1084,36,3612,ALDEA LAS TAPIAS,ALDEA LAS TAPIAS,ALDEA LAS TAPIAS,Default,450,36-ALDTAP-001
1,21,2132,ALDEA LOARQUE,ALDEA LOARQUE,ALDEA LOARQUE,Default,989,21-ALDLOA-002
2697,28,2805,ALDEA LOARQUE (MIMBRE),ALDEA LOARQUE (MIMBRE),ALDEA LOARQUE (MIMBRE),Default,784,28-ALDLOA-001
159,50,5007,ALDEA LOS CORRALITOS,ALDEA LOS CORRALITOS,ALDEA LOS CORRALITOS,Default,558,50-ALDCOR-002
3264,27,2702,ALDEA LOS JUTES,ALDEA LOS JUTES,ALDEA LOS JUTES,Default,858,27-ALDJUT-001
4043,27,2705,ALDEA LOS TROZOS,ALDEA LOS TROZOS,ALDEA LOS TROZOS,Default,875,27-ALDTRO-001
8568,35,3544,ARENAL LAS CASITAS,ARENAL LAS CASITAS,ARENAL LAS CASITAS,Default,656,35-ARECAS-001
212,38,,ALDEA MATEO,ALDEA MATEO,ALDEA MATEO,Default,1127,38-ALDMAT-001
975,36,3620,ALDEA MATEO,ALDEA MATEO,ALDEA MATEO,Default,1208,36-ALDMAT-002
1134,36,3645,ALDEA MATEO LA ESTANCIA,ALDEA MATEO LA ESTANCIA,ALDEA MATEO LA ESTANCIA,Default,847,36-ALDMAT-001
726,56,5608,ALDEA RIO ABAJO,ALDEA RIO ABAJO,ALDEA RIO ABAJO,Default,528,56-ALDRIO-001
2075,55,5513,ALDEA RIO ABAJO,ALDEA RIO ABAJO,ALDEA RIO ABAJO,Default,564,55-ALDRIO-001
1999,55,5506,ALDEA RIO HONDO,ALDEA RIO HONDO,ALDEA RIO HONDO,Default,997,55-ALDRIO-002
1288,54,5403,ALDEA RIO HONDO,ALDEA RIO HONDO,ALDEA RIO HONDO,Default,1040,54-ALDRIO-001
37,28,2808,ALDEA SAN ANTONIO DE PADUA,ALDEA SAN ANTONIO DE PADUA,ALDEA SAN ANTONIO DE PADUA,Default,431,28-ALDSAN-001
1287,54,5441,ALDEA SAN CRUZ,ALDEA SAN CRUZ,ALDEA SAN CRUZ,Default,315,54-ALDSAN-001
889,56,5610,ALDEA SAN JOSE RIO ABAJO,ALDEA SAN JOSE RIO ABAJO,ALDEA SAN JOSE RIO ABAJO,Default,1011,56-ALDSAN-001
4,39,3901,ALDEA SAN MATIAS,ALDEA SAN MATIAS,ALDEA SAN MATIAS,Default,114,39-ALDSAN-001
959,54,3901,ALDEA SAN MATIAS,ALDEA SAN MATIAS,ALDEA SAN MATIAS,Default,422,54-ALDSAN-002
3030,41,419,ALDEA SAN MATIAS,ALDEA SAN MATIAS,ALDEA SAN MATIAS,Default,563,41-ALDSAN-001
1241,54,0,ALDEA SANTA CRUZ,ALDEA SANTA CRUZ,ALDEA SANTA CRUZ,Default,599,54-ALDSAN-003
3923,27,2704,ALDEA SANTA ROSA,ALDEA SANTA ROSA,ALDEA SANTA ROSA,Default,132,27-ALDSAN-001
2023,55,5524,ALDEA SOROGUARA,ALDEA SOROGUARA,ALDEA SOROGUARA,Default,430,55-ALDSOR-001
1144,54,5437,ALDEA SOROGUARA,ALDEA SOROGUARA,ALDEA SOROGUARA,Default,467,54-ALDSOR-001
9340,29,0,ALDEA SUYAPA,ALDEA SUYAPA,ALDEA SUYAPA,Default,95,29-ALDSUY-002
1447,17,1710,ALDEA SUYAPA,ALDEA SUYAPA,ALDEA SUYAPA,Default,190,17-ALDSUY-001
11932,16,1623,ALDEA SUYAPA,ALDEA SUYAPA,ALDEA SUYAPA,Default,240,16-ALDSUY-001
3967,29,2906,ALDEA SUYAPA SECTOR 1,ALDEA SUYAPA SECTOR 1,ALDEA SUYAPA SECTOR 1,Default,835,29-ALDSUY-006
155,16,2906,ALDEA SUYAPA SECTOR 1,ALDEA SUYAPA SECTOR 1,ALDEA SUYAPA SECTOR 1,Default,920,16-ALDSUY-002
1280,29,2906,ALDEA SUYAPA SECTOR ALTOS DE SUYAPA,ALDEA SUYAPA SECTOR ALTOS DE SUYAPA,ALDEA SUYAPA SECTOR ALTOS DE SUYAPA,Default,1044,29-ALDSUY-010
1200,29,2906,ALDEA SUYAPA SECTOR COLINAS DE JERUSALEN,ALDEA SUYAPA SECTOR COLINAS DE JERUSALEN,ALDEA SUYAPA SECTOR COLINAS DE JERUSALEN,Default,712,29-ALDSUY-005
3848,29,2906,ALDEA SUYAPA SECTOR EL CALVARIO,ALDEA SUYAPA SECTOR EL CALVARIO,ALDEA SUYAPA SECTOR EL CALVARIO,Default,199,29-ALDSUY-003
1001,29,2906,ALDEA SUYAPA SECTOR LA CRUZ,ALDEA SUYAPA SECTOR LA CRUZ,ALDEA SUYAPA SECTOR LA CRUZ,Default,250,29-ALDSUY-004
808,29,2906,ALDEA SUYAPA SECTOR LA PLAZA,ALDEA SUYAPA SECTOR LA PLAZA,ALDEA SUYAPA SECTOR LA PLAZA,Default,76,29-ALDSUY-001
3923,29,2906,ALDEA SUYAPA SECTOR SAGRADO CORAZON,ALDEA SUYAPA SECTOR SAGRADO CORAZON,ALDEA SUYAPA SECTOR SAGRADO CORAZON,Default,1010,29-ALDSUY-009
6729,29,2906,ALDEA SUYAPA  SECTOR SAN ANTONIO,ALDEA SUYAPA SECTOR SAN ANTONIO,ALDEA SUYAPA SECTOR SAN ANTONIO,Default,891,29-ALDSUY-007
1173,54,5438,ALDEA TAMARA,ALDEA TAMARA,ALDEA TAMARA,Default,617,54-ALDTAM-002
785,41,4101,ALDEA TAMARA,ALDEA TAMARA,ALDEA TAMARA,Default,635,41-ALDTAM-001
3,47,4611,ALDEA VALLE DE ILAMAPA,ALDEA VALLE DE ILAMAPA,ALDEA VALLE DE ILAMAPA,Default,991,47-ALDVAL-001
80,57,999,ALDEA VALLE DE ILAMAPA,ALDEA VALLE DE ILAMAPA,ALDEA VALLE DE ILAMAPA,Default,1046,57-ALDVAL-001
1873,32,3207,ALDEA VIEJA VIEJA,ALDEA VIEJA VIEJA,ALDEA VIEJA VIEJA,Default,571,32-ALDVIE-001
1567,32,3201,ALDEA VILLA NUEVA,ALDEA VILLA NUEVA,ALDEA VILLA NUEVA,Default,1079,32-ALDVIL-004
1598,32,3207,ALDEA VILLA VIEJA,ALDEA VILLA VIEJA,ALDEA VILLA VIEJA,Default,81,32-ALDVIL-001
2574,26,2610,ALDEA VILLA VIEJA,ALDEA VILLA VIEJA,ALDEA VILLA VIEJA,Default,690,26-ALDVIL-001
1555,32,3208,ALDEA VILLA VIEJA SITIO CARRANZA,ALDEA VILLA VIEJA SITIO CARRANZA,ALDEA VILLA VIEJA SITIO CARRANZA,Default,1023,32-ALDVIL-003
1829,32,3201,ALDEA VILLANUEVA,ALDEA VILLANUEVA,ALDEA VILLANUEVA,Default,1297,32-ALDVIL-005
1812,32,3205,ALDEA VILLANUEVA(LA CULEBRA),ALDEA VILLANUEVA(LA CULEBRA),ALDEA VILLANUEVA(LA CULEBRA),Default,308,32-ALDVIL-002
4865,28,2819,ALDEA YAGUACIRE,ALDEA YAGUACIRE,ALDEA YAGUACIRE,Default,552,28-ALDYAG-002
5720,35,3516,ALDEA YAGUACIRE,ALDEA YAGUACIRE,ALDEA YAGUACIRE,Default,743,35-ALDYAG-003
4351,28,2808,ALDEA YAGUACIRE CENTRO  (PARTE),ALDEA YAGUACIRE CENTRO (PARTE),ALDEA YAGUACIRE CENTRO (PARTE),Default,544,28-ALDYAG-001
8696,35,3516,"ALDEA YAGUACIRE, LOS HORCONES","ALDEA YAGUACIRE, LOS HORCONES","ALDEA YAGUACIRE, LOS HORCONES",Default,616,35-ALDYAG-002
73,45,4510,ALDEA ZAMBRANO,ALDEA ZAMBRANO,ALDEA ZAMBRANO,Default,160,45-ALDZAM-001
616,42,4203,ALDEA ZAMBRANO,ALDEA ZAMBRANO,ALDEA ZAMBRANO,Default,215,42-ALDZAM-001
135,45,4510,ALDEA ZAMBRANO ( EL TABLON ),ALDEA ZAMBRANO ( EL TABLON ),ALDEA ZAMBRANO ( EL TABLON ),Default,1039,45-ALDZAM-002
15191,21,2113,COLONIA  ALEMAN,ALEMAN,ALEMAN,Default,1143,21-ALEXXX-002
13349,7,751,COLONIA ALEMANIA,ALEMANIA,ALEMANIA,Default,1021,07-ALEXXX-001
9366,23,0,RESIDENCIAL ALESSA,ALESSA,ALESSA,Default,261,23-ALEXXX-001
2212,28,0,RESIDENCIAL ALEXA,ALEXA,ALEXA,Default,249,28-ALEXXX-001
1,5,502,COLONIA ALTAMIRA,ALTAMIRA,ALTAMIRA,Default,42,05-ALTXXX-001
10171,18,0,COLONIA ALTOS DE AGAFAM,ALTOS DE AGAFAM,ALTOS DE AGAFAM,Default,507,18-ALTAGA-001
3493,6,617,BARRIO CENTRO DE COMAYAGUELA,CENTRO DE COMAYAGUELA,CENTRO DE COMAYAGUELA,Default,983,06-CENCOM-001
13982,23,2375,RESIDENCIAL ALTOS DE CIMARRON,ALTOS DE CIMARRON,ALTOS DE CIMARRON,Default,521,23-ALTCIM-001
706,2,0,BARRIO ALTOS DE LA CABA√ëA,ALTOS DE LA CABAÑA,ALTOS DE LA CABAÑA,Default,725,02-ALTCAB-001
14655,13,1342,COLONIA ALTOS DE LA DIVANNA,ALTOS DE LA DIVANNA,ALTOS DE LA DIVANNA,Default,663,13-ALTDIV-001
535,6,623,COLONIA ALTOS DE LA DIVANNA,ALTOS DE LA DIVANNA,ALTOS DE LA DIVANNA,Default,800,06-ALTDIV-001
917,12,0,ALTOS DE LA GRANJA,ALTOS DE LA GRANJA,ALTOS DE LA GRANJA,Default,1262,12-ALTGRA-001
1460,19,1912,COL LA JOYA,COL LA JOYA,COL LA JOYA,Default,58,19-JOYXXX-001
4725,25,2544,COLONIA ALTOS DE LA LAGUNA,ALTOS DE LA LAGUNA,ALTOS DE LA LAGUNA,Default,317,25-ALTLAG-001
324,6,621,COLONIA ALTOS DE LA PRIMAVERA,ALTOS DE LA PRIMAVERA,ALTOS DE LA PRIMAVERA,Default,626,06-ALTPRI-001
2692,12,0,COLONIA ALTOS DE LA PRIMAVERA 1,ALTOS DE LA PRIMAVERA 1,ALTOS DE LA PRIMAVERA 1,Default,1182,12-ALTPRI-001
9165,13,0,COLONIA ALTOS DE LA QUEZADA,ALTOS DE LA QUEZADA,ALTOS DE LA QUEZADA,Default,518,13-ALTQUE-001
12926,21,0,RESIDENCIAL ALTOS DE LA VEGA,ALTOS DE LA VEGA,ALTOS DE LA VEGA,Default,1091,21-ALTVEG-001
10,25,0,COLONIA ALTOS DE LAS CASCADAS,ALTOS DE LAS CASCADAS,ALTOS DE LAS CASCADAS,Default,549,25-ALTCAS-001
5547,19,1905,COLONIA ALTOS DE LAS COLINAS,ALTOS DE LAS COLINAS,ALTOS DE LAS COLINAS,Default,1115,19-ALTCOL-001
10,23,2333,RESIDENCIAL ALTOS DE LAS HADAS,ALTOS DE LAS HADAS,ALTOS DE LAS HADAS,Default,1221,23-ALTHAD-001
2802,17,1713,RESIDENCIAL ALTOS DE LAS LOMAS,ALTOS DE LAS LOMAS,ALTOS DE LAS LOMAS,Default,165,17-ALTLOM-001
2484,13,1303,COLONIA ALTOS DE LOS LAURELES,ALTOS DE LOS LAURELES,ALTOS DE LOS LAURELES,Default,19,13-ALTLAU-001
264,20,2012,COLONIA ALTOS DE LOS PINOS,ALTOS DE LOS PINOS,ALTOS DE LOS PINOS,Default,1156,20-ALTPIN-001
2972,19,1934,ALTOS DE MIRAFLORES SUR II ETAPA,ALTOS DE MIRAFLORES SUR II,ALTOS DE MIRAFLORES SUR II,Default,976,19-ALTMIR-002
4463,19,1906,COL MIRAFLORES,COL MIRAFLORES,COL MIRAFLORES,Default,118,19-MIRXXX-001
4463,19,1906,COL MIRAFLORES,COL MIRAFLORES,MIRAFLORES,Agency variations,118,19-MIRXXX-001
36,11,1104,COLONIA ALTOS DE MIRAMONTES,ALTOS DE MIRAMONTES,ALTOS DE MIRAMONTES,Default,1034,11-ALTMIR-001
4951,13,1305,COLONIA ALTOS DE SAN FRANCISCO,ALTOS DE SAN FRANCISCO,ALTOS DE SAN FRANCISCO,Default,277,13-ALTSAN-001
14654,21,2122,COLONIA ALTOS DE SAN ISIDRO,ALTOS DE SAN ISIDRO,ALTOS DE SAN ISIDRO,Default,937,21-ALTSAN-001
254,22,2202,BARRIO SAN JOSE,BARRIO SAN JOSE,BARRIO SAN JOSE,Default,52,22-SANJOS-001
1012,27,2713,COLONIA ALTOS DE SANTA ROSA,ALTOS DE SANTA ROSA,ALTOS DE SANTA ROSA,Default,889,27-ALTSAN-001
4336,12,1225,ALTOS DE TILOARQUE,ALTOS DE TILOARQUE,ALTOS DE TILOARQUE,Default,191,12-ALTTIL-001
102,28,2802,COLONIA  ALTOS DEL LOARQUE ETAPA 1,ALTOS DEL LOARQUE 1,ALTOS DEL LOARQUE 1,Default,290,28-ALTLOA-001
4947,28,2801,ALTOS DE TONCONTIN,ALTOS DE TONCONTIN,ALTOS DE TONCONTIN,Default,231,28-ALTTON-001
2837,21,2152,RESIDENCIAL ALTOS DE VENECIA,ALTOS DE VENECIA,ALTOS DE VENECIA,Default,1330,21-ALTVEN-001
3275,2,0,COLONIA ALTOS DEL BOSQUE,ALTOS DEL BOSQUE,ALTOS DEL BOSQUE,Default,639,02-ALTBOS-001
3194,2,0,BARRIO ALTOS DEL BOSQUE,ALTOS DEL BOSQUE,ALTOS DEL BOSQUE,Default,1276,02-ALTBOS-002
243,28,2802,COLONIA ALTOS  DEL LOARQUE,ALTOS DEL LOARQUE,ALTOS DEL LOARQUE,Default,1369,28-ALTLOA-002
209,12,1216,COLONIA ALTOS DE TILOARQUE,ALTOS DE TILOARQUE,ALTOS DE TILOARQUE,Default,201,12-ALTTIL-002
17437,13,1338,COLONIA ALTOS DEL MILAGRO,ALTOS DEL MILAGRO,ALTOS DEL MILAGRO,Default,709,13-ALTMIL-001
15,25,2521,COLONIA ALTOS DEL PARAISO,ALTOS DEL PARAISO,ALTOS DEL PARAISO,Default,579,25-ALTPAR-001
11209,18,1818,ALTOS DEL TRAPICHE,ALTOS DEL TRAPICHE,ALTOS DEL TRAPICHE,Default,357,18-ALTTRA-002
56,45,4503,AMARATECA,AMARATECA,AMARATECA,Default,703,45-AMAXXX-001
1091,54,5401,AMARATECA,AMARATECA,AMARATECA,Default,745,54-AMAXXX-001
746,41,4115,AMARATECA,AMARATECA,AMARATECA,Default,860,41-AMAXXX-001
1220,54,5401,AMARATECA-QUEBRADA HONDA,AMARATECA-QUEBRADA HONDA,AMARATECA-QUEBRADA HONDA,Default,399,54-AMAQUE-001
4702,23,2312,COLONIA AMERICA,AMERICA,AMERICA,Default,1161,23-AMEXXX-001
1093,54,5401,ANARATECA,ANARATECA,ANARATECA,Default,493,54-ANAXXX-001
15043,21,2130,ANEXO LAS VEGAS,ANEXO LAS VEGAS,ANEXO LAS VEGAS,Default,496,21-ANEVEG-001
25303,13,1371,COLONIA ARCIERY,ARCIERY,ARCIERY,Default,1368,13-ARCXXX-001
