ogc_fid,sector,cod_col,name,NEIGHBORHOOD,alias,AliasType,GISID,uid
2488,16,1625,RES VILLA UNIVERSITARIA,RES VILLA UNIVERSITARIA,VILLA UNIVERSITARIA,Agency variations,691,16-VILUNI-001
1305,16,1650,RES_VILLA D ESTE,RES_VILLA D ESTE,VILLAS D ESTE,Agency variations,524,16-RESVIL-002
13215,13,1330,COLONIA VEGAS DEL COUNTRY,VEGAS DEL COUNTRY,VEGAS DEL CONTRY,Agency variations,1194,13-VEGCOU-002
696,11,1109,COLONIA LOMA LINDA NORTE,LOMA LINDA NORTE,TORRE ALTA VISTA,Building,980,11-LOMLIN-002
1805,17,1702,COLONIA FLORENCIA NORTE,FLORENCIA NORTE,TORRE ALIANZA,Building,812,17-FLONOR-001
965,10,1013,COLONIA EL TRIANGULO,EL TRIANGULO,TRIANGULO,Agency variations,779,10-TRIXXX-001
968,10,1003,COLONIA LAS MINITAS,LAS MINITAS,HORIZONTE REAL,Building,686,10-MINXXX-001
5087,13,1346,COLONIA ARTURO QUEZADA,ARTURO QUEZADA,LA ARTURO QUEZADA,Agency variations,102,13-ARTQUE-001
75,2,213,BARRIO LA FUENTE,BARRIO LA FUENTE,BARRIO LA FUENTE,Default,312,02-FUEXXX-001
75,2,213,BARRIO LA FUENTE,BARRIO LA FUENTE,BARRIO LA FUENTE,Default,312,02-FUEXXX-001
1790,17,1723,RESIDENCIAL LA HACIENDA,LA HACIENDA,HACIENDA,Agency variations,567,17-HACXXX-001
9126,,1801,COLONIA HATO DE ENMEDIO,HATO DE ENMEDIO,HATO,Agency variations,1358,nan-HATENM-001
4702,23,2312,COLONIA AMERICA,AMERICA,LA AMERICA,Agency variations,1161,23-AMEXXX-001
109,4,401,COLONIA LOS CASTA√ëOS,LOS CASTAÑOS,CASTA√ëOS,UTF8,911,04-CASXXX-001
10086,16,1651,CONDOMINIOS RESIDENCIALES VILLAS DEL MOLINO,CONDOMINIOS ES VILLAS DEL MOLINO,VILLAS DEL MOLINO,Agency variations,219,16-CONRES-001
57,23,2330,RESIDENCIAL PALMA REAL,PALMA REAL,VILLA DE PALMA REAL,Agency variations,551,23-PALREA-001
3151,17,1701,COLONIA UNIVERSIDAS NORTE,UNIVERSIDAS NORTE,UNIVERSIDAD NORTE,Agency variations,339,17-UNINOR-001
1477,11,1102,COLONIA EL PRADO,EL PRADO,ALTOS DEL PRADO,Agency variations,1246,11-PRAXXX-001
9126,,1801,COLONIA HATO DE ENMEDIO,HATO DE ENMEDIO,EL HATO,Default,1358,nan-HATENM-001
1805,17,1702,COLONIA FLORENCIA NORTE,FLORENCIA NORTE,FLORENCIA,Agency variations,812,17-FLONOR-001
4430,22,2205,SAN JOSE DEL PEDREGAL,SAN JOSE DEL PEDREGAL,PEDREGAL,Agency variations,358,22-SANJOS-002
1,7,710,COLONIA TOROCAGUA,TOROCAGUA,LA TOROCAGUA,Agency variations,1267,07-TORXXX-001
723,28,2813,COLONIA LOMAS DE TONCONTIN,LOMAS DE TONCONTIN,LOMAS TONCONTIN,Default,1352,28-LOMTON-002
9126,,1801,COLONIA HATO DE ENMEDIO,HATO DE ENMEDIO,HATO DE EN MEDIO,Agency variations,1358,nan-HATENM-001
2046,11,1103,COLONIA QUEZADA,QUEZADA,LA QUEZADA,Agency variations,393,11-QUEXXX-001
2567,19,1237,RESIDENCIAL JOYAS DEL DORADO,JOYAS DEL DORADO,JOYAS DEL DORADO,Default,1261,19-JOYDOR-001
326,23,2329,RESIDENCIAL LAS UVAS,LAS UVAS,LAS UVA,Agency variations,222,23-UVAXXX-001
8191,16,1644,RES EL MOLINON,RES EL MOLINON,EL MOLINON,Agency variations,263,16-MOLXXX-001
8714,18,1827,BLD CENTRO AMERICA,BLD CENTRO AMERICA,BLD CENTRO AMERICA,Default,122,18-BLDCEN-001
1463,21,2102,COLONIA RIO GRANDE NORTE,RIO GRANDE NORTE,RIO GRANDE,Agency variations,683,21-RIOGRA-001
9379,23,2303,COLONIA LOS ROBLES,LOS ROBLES,ROBLES,Agency variations,670,23-ROBXXX-001
2551,9,914,RESIDENCIAL VILLA DELMY,VILLA DELMY,VILLA DELMI,Agency variations,945,09-VILDEL-001
409,4,412,BARRIO SAN FELIPE,SAN FELIPE,TORRE MORAZAN,Building,38,04-SANFEL-001
419,4,433,COLONIA PALMIRA,PALMIRA,COL. PALMIRA,Agency variations,276,04-PALXXX-001
9661,23,2318,COLONIA MODELO,MODELO,COL. MODELO,Agency variations,684,23-MODXXX-001
1181,4,409,COLONIA MATAMOROS,MATAMOROS,COL. MATAMOROS,Agency variations,1296,04-MATXXX-001
109,4,401,COLONIA LOS CASTA√ëOS,LOS CASTAÑOS,CASTANOS,Agency variations,911,04-CASXXX-001
461,10,1006,COLONIA LOMAS DEL GUIJARRO,LOMAS DEL GUIJARRO,RES.LOMAS DEL GUIJARO,Agency variations,623,10-LOMGUI-001
9661,23,2318,COLONIA MODELO,MODELO,CONDOMINIOS TERRANO,closed circuit,684,23-MODXXX-001
9661,23,2318,COLONIA MODELO,MODELO,CONDOMINIOS TERRANOVA,closed circuit,684,23-MODXXX-001
1626,4,410,COLONIA LA CAMPA√ëA,LA CAMPAÑA,LA CAMPANA,UTF8,669,04-CAMXXX-001
12880,25,2525,RESIDENCIAL CIUDAN DEL ANGEL,CIUDAN DEL ANGEL,CIUDAD DEL ANGEL,Agency variations,619,25-CIUANG-001
136,10,1030,RESIDENCIAL LOMAS DEL GUIJARRO SUR,LOMAS DEL GUIJARRO SUR,LOMAS DEL GUIJARRO SUR IV,Agency variations,601,10-LOMGUI-002
59,23,2319,RESIDENCIAL LAS HADAS,LAS HADAS,HADAS,Agency variations,291,23-HADXXX-001
109,4,401,COLONIA LOS CASTA√ëOS,LOS CASTAÑOS,LOS CASTANOS,Agency variations,911,04-CASXXX-001
952,10,1018,COLONIA CASTA√ëO SUR,CASTAÑO SUR,CASTANO SUR,Agency variations,226,10-CASSUR-001
2182,20,2035,RESIDENCIAL LAS PALMAS,RESIDENCIAL LAS PALMAS,Residencial Las Palmas,Agency variations,848,20-PALXXX-002
1,14,1401,COLONIA CERRO GRANDE ZONA 2,CERRO GRANDE ZONA 2,CERRO GRANDE ZONA II,Agency variations,1212,14-CERGRA-001
461,10,1006,COLONIA LOMAS DEL GUIJARRO,LOMAS DEL GUIJARRO,TIFFANY,Building,623,10-LOMGUI-001
266,36,,RES. LA ARBOLEDA,RES. LA ARBOLEDA,VILLAS LA ARBOLEDA,Agency variations,15,36-ARBVIL-001
4078,19,1938,RESIDENCIAL VILLA SANTA CRISTINA,VILLA SANTA CRISTINA,SANTA CRISTINA,Agency variations,657,19-VILSAN-002
461,10,1006,COLONIA LOMAS DEL GUIJARRO,LOMAS DEL GUIJARRO,LOMAS,Agency variations,623,10-LOMGUI-001
461,10,1006,COLONIA LOMAS DEL GUIJARRO,LOMAS DEL GUIJARRO,CHALET LAS LOMAS,closed circuit,623,10-LOMGUI-001
4702,23,2312,COLONIA AMERICA,AMERICA,COL. AMERICA,Agency variations,1161,23-AMEXXX-001
952,10,1018,COLONIA CASTA√ëO SUR,CASTAÑO SUR,CASTANOS SUR,Agency variations,226,10-CASSUR-001
9661,23,2318,COLONIA MODELO,MODELO,COL MODELO,Agency variations,684,23-MODXXX-001
13,11,1101,COLONIA HUMUYA,HUMUYA,COL. HUMUYA,Agency variations,689,11-HUMXXX-001
1805,17,1702,COLONIA FLORENCIA NORTE,FLORENCIA NORTE,COL. FLORENCIA NORTE,Agency variations,812,17-FLONOR-001
141,5,501,COLONIA PALERMO,PALERMO,COL. PALERMO,Default,371,05-PALXXX-001
3499,17,0,VILLA OLIMPICA,VILLA OLIMPICA,COL. VILLA OLIMPICA,Agency variations,17,17-VILOLI-001
1944,12,1215,COLONIA MARADIAGA,MARADIAGA,COL.MARADIAGA,Default,659,12-MARXXX-001
2333,12,1235,MIRADOR DE TILOARQUE,MIRADOR DE TILOARQUE,MIRADOR DE TILOARQUE,Default,910,12-MIRTIL-001
1626,4,410,COLONIA LA CAMPA√ëA,LA CAMPAÑA,LA CAMPANIA,UTF8,669,04-CAMXXX-001
1696,23,2348,RESIDENCIAL VILLAS DE LAS HADAS,VILLAS DE LAS HADAS,VILLA LAS HADAS,Agency variations,367,23-VILHAD-001
2649,27,2716,RESIDENCIAL  VILLA SAN SEBASTIAN,VILLA SAN SEBASTIAN,VILLAS SAN SEBASTIAN,Agency variations,159,27-VILSAN-001
326,23,2329,RESIDENCIAL LAS UVAS,LAS UVAS,RES LAS UVAS,Agency variations,222,23-UVAXXX-001
2999,12,1220,COLONIA LA PRIMAVERA,LA PRIMAVERA,PRIMAVERA,Default,992,12-PRIXXX-001
1256,17,1703,COLONIA FLORENCIA SUR,FLORENCIA SUR,HORIZONTE FLORENCIA,Building,80,17-FLOSUR-001
10086,16,1651,CONDOMINIOS RESIDENCIALES VILLAS DEL MOLINO,CONDOMINIOS ES VILLAS DEL MOLINO,EL MOLINO,Agency variations,1134,16-CONRES-001
11963,25,0,COLONIA MANANTIAL,MANANTIAL,EL MANANTIAL,Default,1384,25-MANXXX-001
6215,17,1727,SAN IGNACIO,SAN IGNACIO,COL. SAN IGNACIO,Agency variations,839,17-SANIGN-002
4702,23,2312,COLONIA AMERICA,AMERICA,COL AMERICA,Agency variations,1161,23-AMEXXX-001
10828,16,1621,RSIDENCIAL ECO VIVIENDAS,RESIDENCIAL ECO VIVIENDAS,CONDOMINIOS ECOVIVIENDA,Agency variations,1058,16-RSIECO-001
461,10,1006,COLONIA LOMAS DEL GUIJARRO,LOMAS DEL GUIJARRO,LOMAS DEL GUIJARRO LIQUIDAMBAR,closed circuit,623,10-LOMGUI-001
461,10,1006,COLONIA LOMAS DEL GUIJARRO,LOMAS DEL GUIJARRO,LOMAS DEL GUIJARRO CORAL SUR,closed circuit,623,10-LOMGUI-001
461,10,1006,COLONIA LOMAS DEL GUIJARRO,LOMAS DEL GUIJARRO,LOMAS DEL GUIJARRO TEGUCIGALPA,closed circuit,623,10-LOMGUI-001
461,10,1006,COLONIA LOMAS DEL GUIJARRO,LOMAS DEL GUIJARRO,LOMAS DEL GUILLARRO,Agency variations,601,10-LOMGUI-002
461,10,1006,COLONIA LOMAS DEL GUIJARRO,LOMAS DEL GUIJARRO,LOMAS GUJARRO,Agency variations,601,10-LOMGUI-002
194,17,1705,COLONIA TRES CAMINOS,TRES CAMINOS,3 CAMINOS,Agency variations,622,17-TRECAM-001
194,17,1705,COLONIA TRES CAMINOS,TRES CAMINOS,COL. TRES CAMINOS,Agency variations,622,17-TRECAM-001
1790,17,1723,RESIDENCIAL LA HACIENDA,LA HACIENDA,CONDOMINIOS GREEN TOWER,Agency variations,567,17-HACXXX-001
1790,17,1723,RESIDENCIAL LA HACIENDA,LA HACIENDA,TORRE GREEN TOWER,Agency variations,567,17-HACXXX-001
409,4,412,BARRIO SAN FELIPE,SAN FELIPE,CENTRO MORAZAN,Building,38,04-SANFEL-001
723,28,2813,COLONIA LOMAS DE TONCONTIN,LOMAS DE TONCONTIN,COL. LOMAS DE TONCONTIN,Default,1352,28-LOMTON-002
470,12,1213,BARRIO LA GRANJA,LA GRANJA,COL. LA GRANJA,Agency variations,418,12-GRAXXX-001
474,4,407,COLONIA SAN CARLOS,SAN CARLOS,COLONIA SAN CARLOS,Default,239,04-SANCAR-001
1256,17,1703,COLONIA FLORENCIA SUR,FLORENCIA SUR,VILLA FLORENCIA FLORENCIA SUR,closed circuit,80,17-FLOSUR-001
3499,17,0,VILLA OLIMPICA,VILLA OLIMPICA,VILLA MILANO RES. VILLA OLIMPICA,closed circuit,17,17-VILOLI-001
326,23,2329,RESIDENCIAL LAS UVAS,LAS UVAS,VILLAS DEL REAL LAS UVAS,closed circuit,222,23-UVAXXX-001
6,10,1008,COLONIA LOMAS DEL MAYAB,LOMAS DEL MAYAB,TORRE INFINITO,Building,805,10-LOMMAY-001
1033,10,1007,RESIDENCIAL LA CUMBRE,LA CUMBRE,TORRE ARIA,Building,613,10-CUMXXX-001
1033,10,1007,RESIDENCIAL LA CUMBRE,LA CUMBRE,TORRE ARIA LA CUMBRE,Building,613,10-CUMXXX-001
461,10,1006,COLONIA LOMAS DEL GUIJARRO,LOMAS DEL GUIJARRO,TOWER SKI,Building,601,10-LOMGUI-002
1790,17,1723,RESIDENCIAL LA HACIENDA,LA HACIENDA,GREEN TOWER SUYAPA,Agency variations,567,17-HACXXX-001
461,10,1006,COLONIA LOMAS DEL GUIJARRO,LOMAS DEL GUIJARRO,LIQUIDAMBAR LOMAS DEL GUIJARRO,closed circuit,601,10-LOMGUI-002
968,10,1003,COLONIA LAS MINITAS,LAS MINITAS,TORRE HORIZONTE,Building,686,10-MINXXX-001
2046,11,1103,COLONIA QUEZADA,QUEZADA,COL. QUEZADA,Agency variations,393,11-QUEXXX-001
2333,12,1235,MIRADOR DE TILOARQUE,MIRADOR DE TILOARQUE,MIRADOR ALTOS DE TILOARQUE,Default,910,12-MIRTIL-001
1423,41,4120,CIUDAD NUEVA,CIUDAD NUEVA,COL CIUDAD NUEVA,Agency variations,248,41-CIUNUE-001
24,2,209,BARRIO LA LEONA,LA LEONA,EL BARRIO LA LEONA,Agency variations,242,02-LEOXXX-001
10828,16,1621,RSIDENCIAL ECO VIVIENDAS,RESIDENCIAL ECO VIVIENDAS,ECOVINEDA,Agency variations,1058,16-RSIECO-001
10828,16,1621,RSIDENCIAL ECO VIVIENDAS,RESIDENCIAL ECO VIVIENDAS,ECO VIVIENDA II TGU,Agency variations,1058,16-RSIECO-001
10828,16,1621,RSIDENCIAL ECO VIVIENDAS,RESIDENCIAL ECO VIVIENDAS,ECOVINEDA,Agency variations,1058,16-RSIECO-001
10828,16,1621,RSIDENCIAL ECO VIVIENDAS,RESIDENCIAL ECO VIVIENDAS,ECOVINEDA,Agency variations,1058,16-RSIECO-001
10828,16,1621,RSIDENCIAL ECO VIVIENDAS,RESIDENCIAL ECO VIVIENDAS,ECOVIVIENDA FASE 2,Agency variations,1058,16-RSIECO-001
8191,16,1644,RES EL MOLINON,RES EL MOLINON,TORRES TARAGON,Building,263,16-MOLXXX-001
4261,10,1005,TEPEYAC,TEPEYAC,LA TEPEYAC,Agency variations,136,10-TEPXXX-001
8191,16,1644,RES EL MOLINON,RES EL MOLINON,EL MOLINO / TORRE TARARON,Building,263,16-MOLXXX-001
8191,16,1644,RES EL MOLINON,RES EL MOLINON,EL MOLINO-TORRE TARAGON,Building,263,16-MOLXXX-001
3692,28,2830,VILLA LOS JAZMINES,VILLA LOS JAZMINES,EL SAUCE CIRCUITO LOS JAZMINES,Default,256,28-VILJAZ-001
3826,28,2832,VILLA LOS NARANJOS,VILLA LOS NARANJOS,EL SAUCE VILLA LOS NARANJOS,Default,790,28-VILNAR-001
6643,23,2356,RESIDENCIAL LOS HIDALGOS,LOS HIDALGOS,HIDALGOS,Default,1319,23-HIDXXX-001
1909,16,1629,RESIDENCIAL MAYA,MAYA,MAYA 4,Agency variations,1254,16-MAYXXX-001
1909,16,1629,RESIDENCIAL MAYA,MAYA,MAYA TEGUCIGALPA,Agency variations,1254,16-MAYXXX-001
1909,16,1629,RESIDENCIAL MAYA,MAYA,MAYA TEGUCIGALPA,Agency variations,1254,16-MAYXXX-001
2373,21,2151,RESIDENCIAL VENECIA,RESIDENCIAL VENECIA,ATR AS DE LA UTH,Agency variations,1392,21-VENXXX-001
3431,28,2833,VILLA LOS CIPRECES,VILLA LOS CIPRECES,CIRCUITO CIPRESES,Default,641,28-VILCIP-001
14560,13,1320,RESIDENCIAL CENTRO AMERICA ESTE  ,RESIDENCIAL CENTRO AMERICA ESTE,CENTROAMERICA,Agency variations,1264,13-CENAME-001
1,3,305,COLONIA LA REFORMA,LA REFORMA,COL. LA REFORMA,Default,687,03-REFXXX-001
368,12,1234,RESIDENCIAL VILLA DE TILOARQUE,VILLA DE TILOARQUE,VILLA DE TILOARQUE,Default,1313,12-VILTIL-001
568,26,2605,COLONIA MONTE FRESCO,MONTE FRESCO,MONTEFRESCO,Default,934,26-MONFRE-001
10938,16,1647,VILLA COLONIAL,VILLA COLONIAL,VILLAS COLONIAL,Agency variations,1069,16-RESVIL-007
2091,55,5518,SAN JOSE RIO ABAJO,SAN JOSE RIO ABAJO,SAN JOSE RIO ABAJO,Default,106,55-SANJOS-001
2373,21,2151,RESIDENCIAL VENECIA,RESIDENCIAL VENECIA,VENECIA VILLA SAN MARCOS,Agency variations,1392,21-VENXXX-001
2373,21,2151,RESIDENCIAL VENECIA,RESIDENCIAL VENECIA,VENECIA TEGUCIGALPA,Agency variations,1392,21-VENXXX-001
4078,19,1938,RESIDENCIAL VILLA SANTA CRISTINA,VILLA SANTA CRISTINA,SANTA CRISTINA,Agency variations,657,19-VILSAN-002
4656,23,2360,COLONIA LA FELICIDAD,LA FELICIDAD,COL LA FELICIDAD,Default,1056,23-FELXXX-001
470,12,1213,BARRIO LA GRANJA,LA GRANJA,COL LA GRANJA,Agency variations,418,12-GRAXXX-001
419,4,433,COLONIA PALMIRA,PALMIRA,COL PALMIRA,Agency variations,276,04-PALXXX-001
2500,19,1934,RESIDENCIAL ALTOS DE MIRAFLORES SUR,ALTOS DE MIRAFLORES SUR,ALTOS MIRAFLORES SUR,Agency variations,1331,19-ALTMIR-003
1716,19,1921,RESIDENCIAL LOMAS DE MIRAFLORES SUR,LOMAS DE MIRAFLORES SUR,LOMAS DE MIRAFLORES SUR,Default,20,19-LOMMIR-001
57,23,2330,RESIDENCIAL PALMA REAL,PALMA REAL,COL. PALMA REAL,Agency variations,551,23-PALREA-001
5387,19,1904,COLONIA LAS COLINAS,LAS COLINAS,COLINAS,Default,427,19-COLXXX-001
6435,9,0,EL HATILLO,EL HATILLO,EL HATILLO TEGUCIGALPA,Agency variations,307,09-HATXXX-001
730,11,1107,COLONIA ELVEL,ELVEL,LA ELVEL,Agency variations,652,11-ELVXXX-001
6,10,1008,COLONIA LOMAS DEL MAYAB,LOMAS DEL MAYAB,LOMA DEL MAYAB,Agency variations,805,10-LOMMAY-001
2478,28,2824,RESIDENCIAL LOMAS DE GERMANIA,LOMAS DE GERMANIA,LOMAS DE GERMANIA,Agency variations,1037,28-LOMGER-002
109,4,401,COLONIA LOS CASTA√ëOS,LOS CASTAÑOS,COL. CASTANOS,Agency variations,911,04-CASXXX-001
696,11,1109,COLONIA LOMA LINDA NORTE,LOMA LINDA NORTE,COL. LOMA LINDA,Default,980,11-LOMLIN-002
1877,16,1645,RES_VILLA OLIMPUS,RES_VILLA OLIMPUS,CONDOMINIOS OLIMPUS,Agency variations,803,16-RESVIL-005
5261,23,0,RESIDENCIAL COPACABANA,COPACABANA,COPACABANA ROBLE OESTE,Default,990,23-COPXXX-001
256,9,908,COLONIA GIRASOLES,GIRASOLES,LOS GIRASOLES,Agency variations,494,09-GIRXXX-001
6215,17,1727,SAN IGNACIO,SAN IGNACIO,GUANABAN,closed circuit,839,17-SANIGN-002
6215,17,1727,SAN IGNACIO,SAN IGNACIO,SAN IGNACIO RES. GAUBANA,closed circuit,839,17-SANIGN-002
6629,16,1609,COLONIA LOS PROCERES,LOS PROCERES,PROCERES,Default,877,16-PROXXX-001
2649,27,2716,RESIDENCIAL  VILLA SAN SEBASTIAN,VILLA SAN SEBASTIAN,SAN SEBASTI N,Agency variations,159,27-VILSAN-001
2649,27,2716,RESIDENCIAL  VILLA SAN SEBASTIAN,VILLA SAN SEBASTIAN,SAN SEBASTIAN LOMAS DE GERMANIA,Agency variations,159,27-VILSAN-001
6215,17,1727,SAN IGNACIO,SAN IGNACIO,MALIBU CONDOMINIOS,closed circuit,839,17-SANIGN-002
500,36,,RESIDENCIAL LAS CASITAS,LAS CASITAS,PASEO LAS CASITAS,Default,921,36-CASXXX-002
1909,16,1629,RESIDENCIAL MAYA,MAYA,RESIDENCIAL MAYA,Agency variations,1254,16-MAYXXX-001
2149,23,2344,RESIDENCIAL SANTA CRUZ,SANTA CRUZ,SANTA CRUZ TEGUCIGALPA,Default,1391,23-SANCRU-001
1080,13,1381,RESIDENCIAL VILLA LOS LAURELES,VILLA LOS LAURELES,VILLAS LOS LAURELES,Default,1192,13-VILLAU-002
9249,23,2321,COLONIA 15 DE SEPTIEMBRE,15 DE SEPTIEMBRE,15 SEPTIEMBREZ SUR,Agency variations,808,23-15SEPX-001
419,4,433,COLONIA PALMIRA,PALMIRA,ALTOS DE PALMIRA,Agency variations,276,04-PALXXX-001
764,2,201,BARRIO BUENOS AIRES,BUENOS AIRES,B.BUENOS AIRES,Agency variations,273,02-BUEAIR-001
1780,18,1803,RESIDENCIAL BELLA ORIENTE,BELLA ORIENTE,BELLO ORIENTE,Agency variations,727,18-BELORI-001
14560,13,1320,RESIDENCIAL CENTRO AMERICA ESTE  ,RESIDENCIAL CENTRO AMERICA ESTE,CENTRO AMERICA,Agency variations,1264,13-CENAME-001
1771,8,814,COLONIA CERRO GRANDE ZONA 4,CERRO GRANDE ZONA 4,CERRO GRANDE Z4,Agency variations,1363,08-CERGRA-004
14,23,2314,COLONIA GODOY,GODOY,COL GODOY,Default,968,23-GODXXX-001
4261,10,1005,TEPEYAC,TEPEYAC,COL TEPEYAC,Agency variations,136,10-TEPXXX-001
36,11,1104,COLONIA ALTOS DE MIRAMONTES,ALTOS DE MIRAMONTES,COL. ALTOS DE MIRAMONTES,Agency variations,1034,11-ALTMIR-001
14560,13,1320,RESIDENCIAL CENTRO AMERICA ESTE  ,RESIDENCIAL CENTRO AMERICA ESTE,COL. CENTRO AMERICA,Agency variations,1264,13-CENAME-001
2026,55,5520,COL CERRO GRANDE,COL CERRO GRANDE,COL. CERRO GRANDE,Agency variations,287,55-CERGRA-001
14877,13,1334,COLONIA EL COUNTRY,EL COUNTRY,COL. COUNTRY CLUB,Agency variations,369,13-COUXXX-001
4856,20,2001,COLONIA KENNEDY,KENNEDY,COL. KENNEDY,Agency variations,229,20-KENXXX-002
59,23,2319,RESIDENCIAL LAS HADAS,LAS HADAS,COL. LAS HADAS,Agency variations,291,23-HADXXX-001
696,11,1109,COLONIA LOMA LINDA NORTE,LOMA LINDA NORTE,COL. LOMA LINDA NORTE,Agency variations,980,11-LOMLIN-002
6,10,1008,COLONIA LOMAS DEL MAYAB,LOMAS DEL MAYAB,COL. LOMAS DEL MAYAB,Agency variations,805,10-LOMMAY-001
3510,10,1010,COLONIA LOS ALMENDROS,LOS ALMENDROS,COL. LOS ALMENDROS,Agency variations,1122,10-ALMXXX-001
49,23,2315,COLONIA LOS ANGELES,LOS ANGELES,COL. LOS ANGELES,Agency variations,485,23-ANGXXX-001
1029,11,1106,COLONIA MIRAMONTES,MIRAMONTES,COL. MIRAMONTES,Agency variations,1145,11-MIRXXX-001
125,7,703,COLONIA MONSE√ëOR FIALLOS,MONSEÑOR FIALLOS,COL. MONSENOR FIALLOS,Agency variations,200,07-MONFIA-001
1,20,2019,RESIDENCIAL HONDURAS,HONDURAS,COL. RESIDENCIAL HONDURAS,Agency variations,746,20-HONXXX-001
5437,20,2027,RESIDENCIAL PLAZA,PLAZA,COL. RESIDENCIAL PLAZA,Agency variations,1318,20-PLAXXX-001
1062,10,1002,COLONIA RUBEN DARIO,RUBEN DARIO,COL. RUBEN DARIO,Default,93,10-RUBDAR-001
49,23,2315,COLONIA LOS ANGELES,LOS ANGELES,COL.LOS ANGELES,Agency variations,485,23-ANGXXX-001
10828,16,1621,RSIDENCIAL ECO VIVIENDAS,RESIDENCIAL ECO VIVIENDAS,CONDOMINIOS ECOVIENDA,Agency variations,1058,16-RSIECO-001
1477,11,1102,COLONIA EL PRADO,EL PRADO,ELPRADO,Agency variations,1246,11-PRAXXX-001
1805,17,1702,COLONIA FLORENCIA NORTE,FLORENCIA NORTE,FLORENCIA N,Agency variations,812,17-FLONOR-001
6,10,1008,COLONIA LOMAS DEL MAYAB,LOMAS DEL MAYAB,L MAYAB,Agency variations,805,10-LOMMAY-001
12740,13,1345,COLONIA LA FUENTE,LA FUENTE,LA FUENTE STA ANITA,Agency variations,1356,13-FUEXXX-001
1716,19,1921,RESIDENCIAL LOMAS DE MIRAFLORES SUR,LOMAS DE MIRAFLORES SUR,COL. LOMAS DE MIRAFLORES SUR,Agency variations,20,19-LOMMIR-001
6215,17,1727,SAN IGNACIO,SAN IGNACIO,MALIBU,closed circuit,839,17-SANIGN-002
2057,19,1936,RESIDENCIAL VILLA LOMAS DE MIRAFLORES,VILLA LOMAS DE MIRAFLORES,VILLA LOMAS DE MIRAFLORES,Default,1209,19-VILLOM-001
6215,17,1727,SAN IGNACIO,SAN IGNACIO,PALMERAS DE SA IGNACIO,Agency variations,839,17-SANIGN-002
6629,16,1609,COLONIA LOS PROCERES,LOS PROCERES,PASEO LOS PROCERES,Default,877,16-PROXXX-001
9689,23,2367,RESIDENCIAL PORTAL DEL BOSQUE,PORTAL DEL BOSQUE,POTAL DEL BOSQUE,Agency variations,1317,23-PORBOS-001
1,3,305,COLONIA LA REFORMA,LA REFORMA,REFORMA,Agency variations,687,03-REFXXX-001
3821,9,945,RESIDENCIAL FLORIDA,FLORIDA,LA FLORIDA,Agency variations,1325,09-FLOXXX-001
632,21,2154,RESIDENCIAL PARIS,PARIS,RSIDENCIAL PARIS,Agency variations,815,21-PARXXX-001
2149,23,2344,RESIDENCIAL SANTA CRUZ,SANTA CRUZ,RSIDENCIAL SANTA CRUZ,Agency variations,1391,23-SANCRU-001
2903,28,2822,RESIDENCIAL VILLA SAN JORGE,VILLA SAN JORGE,VILLAS SAN JORGE,Agency variations,255,28-VILSAN-001
2567,19,1237,RESIDENCIAL JOYAS DEL DORADO,JOYAS DEL DORADO,LAS JOYAS,Agency variations,1261,19-JOYDOR-001
326,23,2329,RESIDENCIAL LAS UVAS,LAS UVAS,LAS UVAS II ETAPA,Agency variations,222,23-UVAXXX-001
1935,32,3201,URBANIZACIONES PINARES DE UYUCA,URBANIZACIONES PINARES DE UYUCA,PINARES DE UYUCA,Default,403,32-URBPIN-001
730,11,1107,COLONIA ELVEL,ELVEL,ALTOS DE LA ELVEL,Agency variations,652,11-ELVXXX-001
49,23,2315,COLONIA LOS ANGELES,LOS ANGELES,LOS ANGELES CATESA,closed circuit,485,23-ANGXXX-001
11209,18,1818,ALTOS DEL TRAPICHE,ALTOS DEL TRAPICHE,ALTOS TRAPICHE,Agency variations,357,18-ALTTRA-002
6215,17,1727,SAN IGNACIO,SAN IGNACIO,PASEO SAN IGNACIO,Agency variations,839,17-SANIGN-002
1944,12,1215,COLONIA MARADIAGA,MARADIAGA,COL. MARADIAGA,Agency variations,659,12-MARXXX-001
4078,19,1938,RESIDENCIAL VILLA SANTA CRISTINA,VILLA SANTA CRISTINA,VILLAS SANTA CRISTINA,Agency variations,657,19-VILSAN-002
730,11,1107,COLONIA ELVEL,ELVEL,COL. ELVEL,Agency variations,652,11-ELVXXX-001
2057,19,1936,RESIDENCIAL VILLA LOMAS DE MIRAFLORES,VILLA LOMAS DE MIRAFLORES,LOMAS DE MIRAFLORES,Agency variations,1209,19-VILLOM-001
4812,19,0,VILLA MIRAFLORES NORTE,VILLA MIRAFLORES NORTE,VILLA MIRAFLORES NORTE,Default,388,19-VILMIR-001
4947,28,2801,ALTOS DE TONCONTIN,ALTOS DE TONCONTIN,ALTOS TONCONTIN,Default,231,28-ALTTON-001
470,12,1213,BARRIO LA GRANJA,LA GRANJA,BO. LA GRANJA,Agency variations,418,12-GRAXXX-001
952,10,1018,COLONIA CASTA√ëO SUR,CASTAÑO SUR,CASTAÑOS SUR,Agency variations,226,10-CASSUR-001
1,14,1401,COLONIA CERRO GRANDE ZONA 2,CERRO GRANDE ZONA 2,CERRO GRANDE ZONA2,Agency variations,1212,14-CERGRA-001
