objectid,Neighborhood,Corr,Dist,GeoSector
433,UNIVERSIDAD CATOLICA DE HONDURAS,0,DU04,SECTOR 23
341,UNPFM,0,DU02,SECTOR 19
442,URBANIZACION AGUA DULCE,2328,DU04,SECTOR 23
95,VENECIA DEL TRAPICHE ETAPA IIA,1733,DU02,SECTOR 17
94,VENECIA DEL TRAPICHE ETAPA IIB,1732,DU02,SECTOR 17
0,VILLA AURORA,2925,DU08,SECTOR 29
323,VILLA DE SAN IGNACIO,1823,DU02,SECTOR 18
161,VILLA FLORENCIA,1738,DU02,SECTOR 17
332,VILLA FLORENCIA,1738,DU02,SECTOR 17
839,VILLA ITALIANA,1415,DU06,SECTOR 14
409,VILLA LAS ACACIAS (EL SAUCE),2358,DU10,SECTOR 23
897,VILLA LAS HORTENCIAS,2828,DU10,SECTOR 28
895,VILLA LAS PALMERAS,2814,DU10,SECTOR 28
893,VILLA LOS CIPRECES,2833,DU10,SECTOR 28
899,VILLA LOS GERANIOS,2826,DU10,SECTOR 28
896,VILLA LOS JAZMINES,2830,DU10,SECTOR 28
894,VILLA LOS NARANJOS,2832,DU10,SECTOR 28
447,VILLA LOS NOPALES EL (EL SAUCE),2370,DU10,SECTOR 23
408,VILLA LOS PINOS (EL SAUCE),2362,DU10,SECTOR 23
898,VILLA LOS TULIPANES,2831,DU10,SECTOR 28
421,VILLA MARBELLA,0,DU04,SECTOR 23
359,VILLA MIRAFLORES NORTE,0,DU03,SECTOR 19
901,VILLA ORQUIDEAS,2823,DU10,SECTOR 28
321,VILLA QUEZADA,0,DU11,SECTOR 13
625,VILLA REYES I  ETAPA,1328,DU05,SECTOR 13
627,VILLA REYES II ETAPA,1363,DU05,SECTOR 13
338,VILLA SANTA MARIA,0,DU03,SECTOR 19
417,VILLA SANTA MONICA,2334,DU04,SECTOR 23
672,VILLA SUYAPA OLIMPICA,1711,DU02,SECTOR 17
426,VILLA TERRANOVA,0,DU04,SECTOR 23
425,VILLAS ALONDRA,0,DU04,SECTOR 23
402,VILLAS DANIA,0,DU04,SECTOR 23
676,VILLAS LIQUIDAMBAR,1737,DU02,SECTOR 17
424,VILLAS MARIA,0,DU04,SECTOR 23
1026,VILLAS MEDITERRANEO,0,DU04,SECTOR 23
363,VILLAS SAFIRO,0,DU02,SECTOR 18
93,VILLAS SAINT HONORE,0,DU02,SECTOR 17
91,VILLAS SAN DIEGO,1734,DU02,SECTOR 17
402,VILLAS SANTA ISABEL,2340,DU04,SECTOR 23
534,ZONA 2 EL HATILLO,826,DU07,SECTOR 08
797,ZONA CLINICA PERIFERICA IHSS,0,DU05,SECTOR 07
